cat,cat_lab,count,percentage,measure,n_responses,school_lab,year_group_lab,gender_lab,fsm_lab,measure_lab
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_free,NULL,School B,Year 10,All,All,How do you feel about your free time?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_life,NULL,School B,Year 10,All,All,How do you feel about your life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_family,NULL,School B,Year 11,All,All,How do you feel about your family?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_home,NULL,School B,Year 11,All,All,How do you feel about your home?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_friends,NULL,School B,Year 11,All,All,How do you feel about your friends?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_choice,NULL,School B,Year 11,All,All,How do you feel about how much choice you have in life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_things,NULL,School B,Year 11,All,All,How do you feel about the things that you have?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_health,NULL,School B,Year 11,All,All,How do you feel about your health?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_future,NULL,School B,Year 11,All,All,How do you feel about your future?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_school,NULL,School B,Year 11,All,All,How do you feel about your school?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_free,NULL,School B,Year 11,All,All,How do you feel about your free time?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_life,NULL,School B,Year 11,All,All,How do you feel about your life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_family,NULL,School B,All,Girl,All,How do you feel about your family?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_home,NULL,School B,All,Girl,All,How do you feel about your home?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_friends,NULL,School B,All,Girl,All,How do you feel about your friends?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_choice,NULL,School B,All,Girl,All,How do you feel about how much choice you have in life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_things,NULL,School B,All,Girl,All,How do you feel about the things that you have?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_health,NULL,School B,All,Girl,All,How do you feel about your health?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_future,NULL,School B,All,Girl,All,How do you feel about your future?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_school,NULL,School B,All,Girl,All,How do you feel about your school?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_free,NULL,School B,All,Girl,All,How do you feel about your free time?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_life,NULL,School B,All,Girl,All,How do you feel about your life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_family,NULL,School B,All,Boy,All,How do you feel about your family?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_home,NULL,School B,All,Boy,All,How do you feel about your home?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_friends,NULL,School B,All,Boy,All,How do you feel about your friends?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_choice,NULL,School B,All,Boy,All,How do you feel about how much choice you have in life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_things,NULL,School B,All,Boy,All,How do you feel about the things that you have?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_health,NULL,School B,All,Boy,All,How do you feel about your health?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_future,NULL,School B,All,Boy,All,How do you feel about your future?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_school,NULL,School B,All,Boy,All,How do you feel about your school?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_free,NULL,School B,All,Boy,All,How do you feel about your free time?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_life,NULL,School B,All,Boy,All,How do you feel about your life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[3, 8, 3, 2]","[18.75, 50.0, 18.75, 12.5]",symbol_family,16.0,School B,All,All,FSM,How do you feel about your family?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[4, 10, 2, 0]","[25.0, 62.5, 12.5, 0.0]",symbol_home,16.0,School B,All,All,FSM,How do you feel about your home?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[6, 4, 3, 3]","[37.5, 25.0, 18.75, 18.75]",symbol_friends,16.0,School B,All,All,FSM,How do you feel about your friends?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[4, 5, 4, 3]","[25.0, 31.25, 25.0, 18.75]",symbol_choice,16.0,School B,All,All,FSM,How do you feel about how much choice you have in life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[3, 9, 2, 2]","[18.75, 56.25, 12.5, 12.5]",symbol_things,16.0,School B,All,All,FSM,How do you feel about the things that you have?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[8, 5, 3, 0]","[50.0, 31.25, 18.75, 0.0]",symbol_health,16.0,School B,All,All,FSM,How do you feel about your health?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[6, 3, 5, 2]","[37.5, 18.75, 31.25, 12.5]",symbol_future,16.0,School B,All,All,FSM,How do you feel about your future?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[4, 6, 5, 1]","[25.0, 37.5, 31.25, 6.25]",symbol_school,16.0,School B,All,All,FSM,How do you feel about your school?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[4, 6, 4, 2]","[25.0, 37.5, 25.0, 12.5]",symbol_free,16.0,School B,All,All,FSM,How do you feel about your free time?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[5, 5, 6, 0]","[31.25, 31.25, 37.5, 0.0]",symbol_life,16.0,School B,All,All,FSM,How do you feel about your life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[5, 6, 1, 2]","[35.714285714285715, 42.857142857142854, 7.142857142857142, 14.285714285714285]",symbol_family,14.0,School B,All,All,Non-FSM,How do you feel about your family?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[4, 8, 2, 0]","[28.57142857142857, 57.14285714285714, 14.285714285714285, 0.0]",symbol_home,14.0,School B,All,All,Non-FSM,How do you feel about your home?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[4, 6, 4, 0]","[28.57142857142857, 42.857142857142854, 28.57142857142857, 0.0]",symbol_friends,14.0,School B,All,All,Non-FSM,How do you feel about your friends?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[2, 4, 6, 2]","[14.285714285714285, 28.57142857142857, 42.857142857142854, 14.285714285714285]",symbol_choice,14.0,School B,All,All,Non-FSM,How do you feel about how much choice you have in life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[5, 5, 4, 0]","[35.714285714285715, 35.714285714285715, 28.57142857142857, 0.0]",symbol_things,14.0,School B,All,All,Non-FSM,How do you feel about the things that you have?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[2, 7, 5, 0]","[14.285714285714285, 50.0, 35.714285714285715, 0.0]",symbol_health,14.0,School B,All,All,Non-FSM,How do you feel about your health?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[5, 5, 4, 0]","[35.714285714285715, 35.714285714285715, 28.57142857142857, 0.0]",symbol_future,14.0,School B,All,All,Non-FSM,How do you feel about your future?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[5, 3, 6, 0]","[35.714285714285715, 21.428571428571427, 42.857142857142854, 0.0]",symbol_school,14.0,School B,All,All,Non-FSM,How do you feel about your school?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[3, 3, 7, 1]","[21.428571428571427, 21.428571428571427, 50.0, 7.142857142857142]",symbol_free,14.0,School B,All,All,Non-FSM,How do you feel about your free time?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[2, 7, 3, 2]","[14.285714285714285, 50.0, 21.428571428571427, 14.285714285714285]",symbol_life,14.0,School B,All,All,Non-FSM,How do you feel about your life?
