cat,cat_lab,count,percentage,measure,n_responses,school_lab,year_group_lab,gender_lab,fsm_lab,measure_lab
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_free,NULL,School B,Year 10,All,All,How do you feel about your free time?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_life,NULL,School B,Year 10,All,All,How do you feel about your life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_family,NULL,School B,Year 11,All,All,How do you feel about your family?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_home,NULL,School B,Year 11,All,All,How do you feel about your home?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_friends,NULL,School B,Year 11,All,All,How do you feel about your friends?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_choice,NULL,School B,Year 11,All,All,How do you feel about how much choice you have in life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_things,NULL,School B,Year 11,All,All,How do you feel about the things that you have?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_health,NULL,School B,Year 11,All,All,How do you feel about your health?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_future,NULL,School B,Year 11,All,All,How do you feel about your future?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_school,NULL,School B,Year 11,All,All,How do you feel about your school?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_free,NULL,School B,Year 11,All,All,How do you feel about your free time?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_life,NULL,School B,Year 11,All,All,How do you feel about your life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_family,NULL,School B,All,Girl,All,How do you feel about your family?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_home,NULL,School B,All,Girl,All,How do you feel about your home?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_friends,NULL,School B,All,Girl,All,How do you feel about your friends?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_choice,NULL,School B,All,Girl,All,How do you feel about how much choice you have in life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_things,NULL,School B,All,Girl,All,How do you feel about the things that you have?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_health,NULL,School B,All,Girl,All,How do you feel about your health?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_future,NULL,School B,All,Girl,All,How do you feel about your future?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_school,NULL,School B,All,Girl,All,How do you feel about your school?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_free,NULL,School B,All,Girl,All,How do you feel about your free time?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_life,NULL,School B,All,Girl,All,How do you feel about your life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_family,NULL,School B,All,Boy,All,How do you feel about your family?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_home,NULL,School B,All,Boy,All,How do you feel about your home?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_friends,NULL,School B,All,Boy,All,How do you feel about your friends?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_choice,NULL,School B,All,Boy,All,How do you feel about how much choice you have in life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_things,NULL,School B,All,Boy,All,How do you feel about the things that you have?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_health,NULL,School B,All,Boy,All,How do you feel about your health?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_future,NULL,School B,All,Boy,All,How do you feel about your future?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_school,NULL,School B,All,Boy,All,How do you feel about your school?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_free,NULL,School B,All,Boy,All,How do you feel about your free time?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']",NULL,NULL,symbol_life,NULL,School B,All,Boy,All,How do you feel about your life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[3, 6, 3, 4]","[18.75, 37.5, 18.75, 25.0]",symbol_family,16.0,School B,All,All,FSM,How do you feel about your family?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[4, 10, 2, 0]","[25.0, 62.5, 12.5, 0.0]",symbol_home,16.0,School B,All,All,FSM,How do you feel about your home?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[6, 6, 2, 2]","[37.5, 37.5, 12.5, 12.5]",symbol_friends,16.0,School B,All,All,FSM,How do you feel about your friends?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[5, 5, 5, 1]","[31.25, 31.25, 31.25, 6.25]",symbol_choice,16.0,School B,All,All,FSM,How do you feel about how much choice you have in life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[3, 9, 3, 1]","[18.75, 56.25, 18.75, 6.25]",symbol_things,16.0,School B,All,All,FSM,How do you feel about the things that you have?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[8, 5, 3, 0]","[50.0, 31.25, 18.75, 0.0]",symbol_health,16.0,School B,All,All,FSM,How do you feel about your health?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[7, 4, 4, 1]","[43.75, 25.0, 25.0, 6.25]",symbol_future,16.0,School B,All,All,FSM,How do you feel about your future?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[4, 6, 6, 0]","[25.0, 37.5, 37.5, 0.0]",symbol_school,16.0,School B,All,All,FSM,How do you feel about your school?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[3, 7, 4, 2]","[18.75, 43.75, 25.0, 12.5]",symbol_free,16.0,School B,All,All,FSM,How do you feel about your free time?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[5, 5, 5, 1]","[31.25, 31.25, 31.25, 6.25]",symbol_life,16.0,School B,All,All,FSM,How do you feel about your life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[4, 6, 2, 2]","[28.57142857142857, 42.857142857142854, 14.285714285714285, 14.285714285714285]",symbol_family,14.0,School B,All,All,Non-FSM,How do you feel about your family?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[4, 8, 2, 0]","[28.57142857142857, 57.14285714285714, 14.285714285714285, 0.0]",symbol_home,14.0,School B,All,All,Non-FSM,How do you feel about your home?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[4, 4, 4, 2]","[28.57142857142857, 28.57142857142857, 28.57142857142857, 14.285714285714285]",symbol_friends,14.0,School B,All,All,Non-FSM,How do you feel about your friends?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[3, 5, 4, 2]","[21.428571428571427, 35.714285714285715, 28.57142857142857, 14.285714285714285]",symbol_choice,14.0,School B,All,All,Non-FSM,How do you feel about how much choice you have in life?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[5, 3, 2, 4]","[35.714285714285715, 21.428571428571427, 14.285714285714285, 28.57142857142857]",symbol_things,14.0,School B,All,All,Non-FSM,How do you feel about the things that you have?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[2, 7, 5, 0]","[14.285714285714285, 50.0, 35.714285714285715, 0.0]",symbol_health,14.0,School B,All,All,Non-FSM,How do you feel about your health?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[4, 5, 4, 1]","[28.57142857142857, 35.714285714285715, 28.57142857142857, 7.142857142857142]",symbol_future,14.0,School B,All,All,Non-FSM,How do you feel about your future?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[4, 2, 5, 3]","[28.57142857142857, 14.285714285714285, 35.714285714285715, 21.428571428571427]",symbol_school,14.0,School B,All,All,Non-FSM,How do you feel about your school?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[3, 4, 7, 0]","[21.428571428571427, 28.57142857142857, 50.0, 0.0]",symbol_free,14.0,School B,All,All,Non-FSM,How do you feel about your free time?
"[1, 2, 3, nan]","['Happy', 'Ok', 'Sad', 'No response']","[4, 7, 3, 0]","[28.57142857142857, 50.0, 21.428571428571427, 0.0]",symbol_life,14.0,School B,All,All,Non-FSM,How do you feel about your life?
